bldg_id,County,ASHRAE IECC Climate Zone 2004,Occupants,Vintage,Bedrooms,Floor Area SqFt,Geometry Stories,Geometry Garage,Windows,Window Areas,Infiltration,Lighting,Insulation Foundation Wall,Insulation Wall,Insulation Ceiling,Insulation Roof,Insulation Floor,Insulation Rim Joist,HVAC Heating Fuel,HVAC Heating Efficiency,HVAC Cooling Efficiency,Usage Level,Roof Material,Cooling Setpoint,Heating Setpoint,Dishwasher,Cooking Range,Plug Loads,Clothes Dryer,Clothes Washer,Refrigerator,Water Heater Efficiency,Hot Water Fixtures
21254,G0600090,4B,5,2000s,5,1228,1,None,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,5 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-30",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",72F,70F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 15.9,Natural Gas Standard,100% Usage
497860,G0600090,4B,2,1970s,3,1228,1,None,"Single, Clear, Metal",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, R-7",None,"Finished, R-13",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,"Asphalt Shingles, Medium",70F,65F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 15.9,Natural Gas Premium,200% Usage
124893,G0600090,4B,6,1980s,4,3310,1,2 Car,"Double, Clear, Non-metal, Air, Exterior Clear Storm",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, R-11",None,"Finished, R-13",None,None,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Medium,"Tile, Clay or Ceramic",75F,70F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
512445,G0600090,4B,1,<1940,3,2179,2,None,"Single, Clear, Non-metal",F12 B12 L12 R12,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,Composition Shingles,75F,70F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Electric Premium,100% Usage
369191,G0600090,4B,1,1970s,2,1698,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,20 ACH50,100% Incandescent,None,"Wood Stud, R-7",R-30,"Unfinished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,"Asphalt Shingles, Medium",68F,75F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Natural Gas Tankless,100% Usage
97757,G0600950,3B,3,1970s,5,5587,1,2 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,4 ACH50,100% Incandescent,None,"Wood Stud, R-7",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","Room AC, EER 8.5",Low,Composition Shingles,78F,76F,None,Electric Induction,94%,Electric,Standard,EF 17.6,Natural Gas Standard,50% Usage
247492,G0600950,3B,1,1990s,3,2179,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,10 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,"Tile, Clay or Ceramic",72F,67F,318 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Tankless,100% Usage
107785,G0600950,3B,2,1980s,3,2678,1,1 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,4 ACH50,100% LED,Uninsulated,"Wood Stud, R-11",None,"Finished, R-30",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 8",Medium,"Tile, Clay or Ceramic",78F,80F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,100% Usage
485114,G0600950,3B,3,1940s,2,1698,2,1 Car,"Double, Clear, Metal, Air",F6 B6 L6 R6,20 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,Composition Shingles,75F,68F,290 Rated kWh,Gas,94%,None,None,EF 21.9,Natural Gas Premium,100% Usage
235659,G0600950,3B,5,1950s,4,2179,2,1 Car,"Single, Clear, Metal",F6 B6 L6 R6,20 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Medium,"Asphalt Shingles, Medium",80F,68F,None,Electric Resistance,94%,Electric,Standard,EF 17.6,Electric Standard,100% Usage
99011,G0600950,3B,6,1960s,5,2179,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,10 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",75F,68F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 19.9,Natural Gas Premium,100% Usage
2314,G0600670,3B,4,1990s,3,2179,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,10 ACH50,100% CFL,None,"Wood Stud, R-11",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",Medium,"Tile, Clay or Ceramic",78F,72F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
52618,G0600670,3B,5,1990s,3,1228,1,None,"Double, Clear, Metal, Air",F18 B18 L18 R18,8 ACH50,100% CFL,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Low,Composition Shingles,80F,70F,318 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Electric Premium,50% Usage
256569,G0600670,3B,2,<1940,3,5587,2,1 Car,"Double, Clear, Non-metal, Air",F15 B15 L15 R15,5 ACH50,100% Incandescent,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",High,"Metal, Dark",75F,70F,None,Electric Resistance,94%,None,None,EF 17.6,Natural Gas Premium,200% Usage
475789,G0600670,3B,7,1970s,4,1698,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","AC, SEER 13",High,"Tile, Concrete",76F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Premium,200% Usage
5628,G0600670,3B,2,1970s,2,634,1,None,"Single, Clear, Non-metal",F15 B15 L15 R15,20 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Furnace, 100% AFUE",None,Medium,"Asphalt Shingles, Medium",75F,60F,318 Rated kWh,Gas,94%,None,None,EF 19.9,Electric Standard,100% Usage
246723,G0600670,3B,2,1940s,3,1228,2,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,Composition Shingles,78F,72F,None,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Premium,100% Usage
63701,G0600970,3C,4,1990s,3,1698,1,1 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,10 ACH50,100% CFL,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",Medium,Composition Shingles,75F,65F,290 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Premium,100% Usage
24463,G0600970,3C,3,1960s,3,1698,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","Room AC, EER 10.7",High,Wood Shingles,70F,60F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
109441,G0600970,3C,2,1960s,3,1698,1,2 Car,"Single, Clear, Metal",F9 B9 L9 R9,5 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Natural Gas,"Fuel Boiler, 76% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",68F,65F,None,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,100% Usage
347339,G0600970,3C,2,1960s,3,1698,1,None,"Double, Clear, Metal, Air, Exterior Clear Storm",F9 B9 L9 R9,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,"Tile, Concrete",68F,68F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Natural Gas Standard,50% Usage
402872,G0600970,3C,4,1970s,4,1698,1,None,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,8 ACH50,100% Incandescent,None,"Wood Stud, R-7",None,"Finished, R-7",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",High,Composition Shingles,78F,68F,318 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,200% Usage
314476,G0600970,3C,1,1980s,3,2179,1,None,"Triple, Low-E, Non-metal, Air, L-Gain",F6 B6 L6 R6,4 ACH50,100% LED,Uninsulated,"Wood Stud, R-11",None,"Finished, R-19",Ceiling R-19,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,"Tile, Concrete",70F,68F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 19.9,Natural Gas Premium,100% Usage
245370,G0600850,3C,1,1950s,1,634,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,20 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE",None,Medium,"Asphalt Shingles, Medium",80F,65F,None,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Premium,100% Usage
172465,G0600850,3C,8,1970s,5,2179,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,High,"Tile, Clay or Ceramic",78F,65F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Electric Premium,200% Usage
490338,G0600850,3C,1,1960s,2,1698,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F30 B30 L30 R30,20 ACH50,100% Incandescent,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, Uninsulated",Uninsulated,Uninsulated,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Medium,Slate,76F,68F,None,Gas,94%,Gas,EnergyStar,EF 21.9,Electric Standard,100% Usage
353635,G0600850,3C,4,1970s,4,1698,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,7 ACH50,100% LED,None,"Wood Stud, R-7",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,Composition Shingles,75F,70F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
362533,G0600850,3C,6,1970s,2,1698,1,None,"Double, Clear, Metal, Air",F6 B6 L6 R6,25 ACH50,100% CFL,Uninsulated,"Wood Stud, R-7",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",High,Composition Shingles,80F,68F,290 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Premium,200% Usage
345330,G0600850,3C,3,1960s,4,1698,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-13",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,Composition Shingles,70F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 15.9,Natural Gas Standard,200% Usage
392506,G0600550,3C,6,1980s,4,1698,1,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,20 ACH50,100% LED,None,"Wood Stud, R-11",R-7,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Medium,"Tile, Clay or Ceramic",72F,68F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
507194,G0600550,3C,3,1960s,3,1228,1,None,"Single, Clear, Non-metal",F9 B9 L9 R9,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,Composition Shingles,80F,70F,None,Electric Resistance,94%,Electric,Standard,EF 15.9,Natural Gas Premium,100% Usage
153752,G0600550,3C,10+,1950s,4,1698,1,None,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,25 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","Room AC, EER 10.7",High,"Asphalt Shingles, Medium",70F,75F,None,Electric Resistance,94%,Gas,Standard,EF 6.7,Natural Gas Premium,200% Usage
152271,G0600550,3C,2,1970s,1,1698,2,2 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, R-7",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Low,"Asphalt Shingles, Medium",68F,68F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 19.9,Natural Gas Standard,50% Usage
24635,G0600550,3C,2,<1940,3,1698,2,2 Car,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,8 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,Uninsulated,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","Room AC, EER 9.8",Low,"Tile, Clay or Ceramic",75F,68F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 19.9,Natural Gas Premium,50% Usage
542455,G0600550,3C,6,<1940,4,3310,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Low,"Asphalt Shingles, Medium",75F,65F,290 Rated kWh,Gas,94%,Electric,Standard,EF 6.7,Natural Gas Standard,50% Usage
108684,G0600470,3B,6,2000s,4,3310,2,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,5 ACH50,100% CFL,None,"Wood Stud, R-11",R-38,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Medium,"Tile, Clay or Ceramic",75F,70F,318 Rated kWh,Electric Resistance,94%,None,None,EF 17.6,Electric Standard,100% Usage
84668,G0600470,3B,4,2000s,4,1698,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F30 B30 L30 R30,6 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-49",None,None,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Medium,"Asphalt Shingles, Medium",75F,80F,290 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Electric Standard,100% Usage
488906,G0600470,3B,5,1950s,4,1228,1,None,"Double, Clear, Metal, Air",F18 B18 L18 R18,30 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",Uninsulated,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 60% AFUE",None,High,"Asphalt Shingles, Medium",78F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Tankless,200% Usage
329565,G0600470,3B,2,1950s,4,2179,1,1 Car,"Double, Clear, Non-metal, Air",F6 B6 L6 R6,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",None,None,Electricity,"Electric Wall Furnace, 100% AFUE","Room AC, EER 10.7",Low,"Asphalt Shingles, Medium",78F,72F,None,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,50% Usage
154845,G0600470,3B,4,1990s,3,1228,2,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,4 ACH50,100% LED,None,"Wood Stud, R-11",None,"Finished, R-30",Ceiling R-13,None,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,High,Composition Shingles,80F,70F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Standard,200% Usage
331963,G0600470,3B,3,<1940,3,2179,2,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F30 B30 L30 R30,25 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-38",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","Room AC, EER 12.0",Low,"Asphalt Shingles, Medium",80F,72F,None,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Premium,50% Usage
173391,G0600210,3B,3,1960s,3,1228,1,None,"Single, Clear, Metal",F12 B12 L12 R12,25 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-38",Uninsulated,None,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 13",Low,"Asphalt Shingles, Medium",68F,70F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,50% Usage
285510,G0600210,3B,2,1980s,2,1228,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,Wood Shingles,75F,78F,None,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,100% Usage
290118,G0600210,3B,2,1990s,5,1698,1,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,8 ACH50,100% LED,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency",None,High,"Tile, Concrete",76F,62F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Standard,200% Usage
276099,G0600210,3B,3,1980s,3,1228,1,None,"Single, Clear, Metal",F18 B18 L18 R18,15 ACH50,100% CFL,None,"Wood Stud, R-11",None,"Finished, R-38",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Low,Composition Shingles,78F,78F,318 Rated kWh,Propane,94%,Gas,Standard,EF 17.6,Natural Gas Standard,50% Usage
25135,G0600210,3B,2,1950s,2,2179,2,1 Car,"Single, Clear, Metal",F15 B15 L15 R15,20 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,Composition Shingles,78F,70F,None,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Premium,50% Usage
386640,G0600210,3B,2,1980s,2,2179,2,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,20 ACH50,100% Incandescent,None,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",High,"Tile, Clay or Ceramic",76F,65F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Standard,200% Usage
151813,G0600030,6B,2,1960s,3,1228,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,7 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-38",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE",None,High,Composition Shingles,75F,72F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
352812,G0600030,6B,5,1980s,3,1228,2,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,8 ACH50,100% LED,Uninsulated,"Wood Stud, R-11",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 10.7",Medium,"Asphalt Shingles, Medium",72F,68F,None,Electric Resistance,94%,Gas,Standard,None,Natural Gas Premium,100% Usage
213904,G0600350,5B,2,1970s,4,2179,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,25 ACH50,100% CFL,None,"Wood Stud, R-7",None,"Finished, R-30",None,None,Electricity,"Electric Baseboard, 100% Efficiency",None,Medium,Composition Shingles,67F,67F,318 Rated kWh,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Standard,100% Usage
153914,G0600350,5B,2,2000s,3,2678,2,3 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,7 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-13",None,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,"Tile, Clay or Ceramic",75F,68F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 21.9,Electric Premium,100% Usage
195687,G0600350,5B,5,1990s,4,2179,1,1 Car,"Double, Clear, Non-metal, Air",F18 B18 L18 R18,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,Uninsulated,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Medium,"Tile, Clay or Ceramic",68F,70F,290 Rated kWh,Electric Resistance,94%,None,None,EF 17.6,Natural Gas Premium,100% Usage
423676,G0600350,5B,2,1950s,1,634,1,1 Car,"Single, Clear, Non-metal",F12 B12 L12 R12,30 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,Composition Shingles,68F,70F,None,Electric Resistance,94%,Electric,Standard,EF 15.9,Natural Gas Standard,100% Usage
356599,G0600350,5B,5,1990s,3,1228,1,1 Car,"Single, Clear, Metal",F6 B6 L6 R6,15 ACH50,100% LED,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Medium,"Asphalt Shingles, Medium",75F,68F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Electric Standard,100% Usage
184987,G0600350,5B,7,1980s,5,5587,1,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,2 ACH50,100% LED,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Medium,"Tile, Concrete",70F,65F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Standard,100% Usage
410635,G0600650,3B,7,2000s,4,3310,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,8 ACH50,100% CFL,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",High,"Asphalt Shingles, Medium",78F,70F,290 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
143319,G0600650,3B,1,1970s,4,1228,1,None,"Double, Clear, Metal, Air",F15 B15 L15 R15,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Low,"Tile, Concrete",72F,65F,290 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Standard,50% Usage
392046,G0600650,3B,4,2000s,5,5587,2,3 Car,"Double, Clear, Non-metal, Air",F15 B15 L15 R15,2 ACH50,100% LED,None,"Wood Stud, R-11",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,Composition Shingles,75F,70F,None,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Premium,200% Usage
405412,G0600650,3B,3,1960s,3,1698,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,10 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,Composition Shingles,68F,68F,None,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Standard,50% Usage
135486,G0600650,3B,3,2000s,3,2179,2,2 Car,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,15 ACH50,100% LED,None,"Wood Stud, R-11",None,"Finished, R-13",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,Composition Shingles,70F,67F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 15.9,Natural Gas Standard,100% Usage
318024,G0600650,3B,5,2000s,4,2179,2,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,5 ACH50,100% CFL,None,"Wood Stud, R-11",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,"Tile, Clay or Ceramic",80F,78F,290 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Premium,200% Usage
259658,G0600790,3C,3,1950s,3,1228,1,1 Car,"Single, Clear, Non-metal",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,Composition Shingles,78F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 6.7,Natural Gas Standard,200% Usage
442211,G0600790,3C,5,1990s,3,1228,2,1 Car,"Single, Clear, Metal",F15 B15 L15 R15,6 ACH50,100% CFL,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,"Tile, Concrete",75F,68F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,50% Usage
499611,G0600790,3C,3,1980s,1,1228,1,1 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,15 ACH50,100% LED,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",68F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Standard,100% Usage
